CODCNH,NOMBRE,CODPOSTAL,NCAMAS,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,OBSERVACIONES,CCAA,PROVINCIA,MUNICIPIO,FINALIDAD,PATRIMONIAL,FUNCIONALIDAD,AÑO
081661,BENITO MENNI COMPLEX ASISTENCIAL EN SALUT MENTAL,08402,30,False,False,N,,False,,,CATALUÑA,BARCELONA,Granollers,PSIQUIATRICO,PRIVADA,PRIVADO-BENÉFICO (IGLESIA),2013
081672,"CENTRO INTERNACIONAL DE MEDICINA AVANZADA, SA (CIMA)",08034,52,False,False,S,,False,info@cimaclinic.com,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
081683,SERVEIS SANITARIS PENITENCIARIS CAN BRIANS,08635,150,False,False,N,,False,,,CATALUÑA,BARCELONA,Sant Esteve Sesrovires,GENERAL,PUBLICA,OTRO PRIVADO-BENÉFICO,2013
081694,INSTITUT CATALÀ D'ONCOLOGIA BADALONA (ICO),08916,36,False,False,N,,True,,,CATALUÑA,BARCELONA,Badalona,ONCOLOGICO,CONCIERTO,OTROS PÚBLICOS,2013
081706,CENTRE COLLSEROLA MUTUAL,08035,26,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
081717,CENTRE SOCIOSANITARI SANT JORDI,08940,56,False,False,N,,False,,,CATALUÑA,BARCELONA,Cornellà de Llobregat,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
081728,HOSPITAL GENERAL PENITENCIARI,08227,32,False,False,N,,False,,,CATALUÑA,BARCELONA,Terrassa,GENERAL,PUBLICA,OTROS PÚBLICOS,2013
081739,CENTRE SOCIOSANITARI DE L'HOSPITALET-CONSORCI SANITARI INTEGRAL,08906,123,False,False,N,,False,,,CATALUÑA,BARCELONA,Hospitalet de Llobregat (L'),GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTROS PÚBLICOS,2013
081740,SAR LA SALUT JOSEP SERVAT,08024,56,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
081751,CLÍNICA CREU BLANCA,08034,51,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
081762,CLÍNICA SECRETARI COLOMA,08024,153,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
081784,CENTRE SOCIOSANITARI D'ESPLUGUES,08950,131,False,False,N,,False,,,CATALUÑA,BARCELONA,Esplugues de Llobregat,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,OTRO PRIVADO-BENÉFICO,2013
081795,CENTRE SOCIOSANITARI RICARD FORTUNY,08720,250,False,False,N,,False,,,CATALUÑA,BARCELONA,Vilafranca del Penedès,GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,OTROS PÚBLICOS,2013
081807,CENTRE EURORESIDENCIAS LES CORTS,08014,60,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
081818,RESIDÈNCIA AIDAR,08018,20,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
081829,CENTRE FÒRUM,08019,293,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,PSIQUIATRICO,PUBLICA,OTROS PÚBLICOS,2013
081830,"CENTRE SOCIOSANITARI BLAUCLINIC ""DOLORS ALEU""",08023,174,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,PRIVADO NO BENÉFICO,2013
081841,UNITAT TERAPÈUTICA CENTRE EDUCATIU ELS TIL-LERS,08100,10,False,False,N,,False,,,CATALUÑA,BARCELONA,Mollet del Vallès,PSIQUIATRICO,PUBLICA,OTRO PRIVADO-BENÉFICO,2013
081874,CLINICA GALATEA,08017,22,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,PSIQUIATRICO,PRIVADA,PRIVADO NO BENÉFICO,2013
081885,HOSPITAL D'IGUALADA,08700,280,False,False,N,,True,,,CATALUÑA,BARCELONA,Igualada,GENERAL,CONCIERTO,OTROS PÚBLICOS,2013
081896,CENTRE SOCIAL I SANITARI FREDERICA MONTSENY,08840,76,False,False,N,,False,mgrifol@chc.cat,,CATALUÑA,BARCELONA,Viladecans,GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,PRIVADO NO BENÉFICO,2013
081919,SERVEIS SANITARIS CENTRE PENITENCIARI BRIANS-2,08635,94,False,False,N,,False,justicia@gencat.net,,CATALUÑA,BARCELONA,Sant Esteve Sesrovires,GENERAL,PUBLICA,INSTITUTO CATALÁN DE LA SALUD,2013
081920,CENTRE INTEGRAL DE SERVEIS EN SALUT MENTAL COMUNITÀRIA,08024,25,False,False,S,,False,cis@arapdis.org,,CATALUÑA,BARCELONA,Barcelona,PSIQUIATRICO,PRIVADA,PRIVADO NO BENÉFICO,2013
081931,CENTRE SOCIOSANITARI SANT JORDI DE LA VALL D'HEBRON,08035,75,False,False,S,,False,direccio.sj@chc.es,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
081942,"LEPANT RESIDENCIAL QGG, S.L.",08025,10,False,False,S,,False,andresmanero@hotmail.com,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
081953,MAPFRE QUAVITAE BARCELONA,08025,38,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
081964,UNITAT POLIVALENT SALUT MENTAL BARCELONA-NORD,08035,52,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,PSIQUIATRICO,PRIVADA,PRIVADO-BENÉFICO (IGLESIA),2013
081975,MEDICAL COMFORT,08880,77,False,True,N,01/23/12 00:00:00,False,info@edelweiss.es,,CATALUÑA,BARCELONA,Cubelles,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
081997,"CQM-CLÍNIC MARESME, S.L.",08301,10,False,False,N,,False,ucma@cqmaresme.net,,CATALUÑA,BARCELONA,Mataró,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
082001,SERVEIS SANITARIS CENTRE PENITENCIARI JOVES DE BARCELONA,08430,34,False,False,N,,False,,,CATALUÑA,BARCELONA,Roca del Vallès (La),GENERAL,PUBLICA,INSTITUTO CATALÁN DE LA SALUD,2013
082012,CLÍNICA DEL VALLÈS,08203,109,False,False,N,,False,rmunoz@cliniquesdecatalunya.com,,CATALUÑA,BARCELONA,Sabadell,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
082023,CENTRE GERONTOLÒGIC AMMA SANT CUGAT,08174,30,False,False,N,,False,direccion@santcugat.amma.es,,CATALUÑA,BARCELONA,Sant Cugat del Vallès,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
082034,SERVEIS SANITARIS. CENTRE PENITENCIARI LLEDONERS,08250,56,False,False,N,,False,,,CATALUÑA,BARCELONA,Sant Joan de Vilatorrada,GENERAL,PUBLICA,INSTITUTO CATALÁN DE LA SALUD,2013
082045,CENTRE STAUROS,08042,49,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
082066,HOSPITAL DE SANT JOAN DESPÍ MOISÉS BROGGI,08970,328,False,False,N,,True,,,CATALUÑA,BARCELONA,Sant Joan Despí,GENERAL,CONCIERTO,OTROS PÚBLICOS,2013
082088,INSTITUTO EUROPEO DE NEUROCIENCIAS,08025,36,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,PSIQUIATRICO,PRIVADA,PRIVADO NO BENÉFICO,2013
082099,AMMA HORTA,08035,5,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
082100,CENTRE BLAUCLÍNIC SANT JOSEP ORIOL,08025,106,False,False,S,,False,,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
082112,UNITAT POLIVALENT BENITO MENNI EN SALUT MENTAL DE L'HOSPITALET-EL PRAT DE LLOBREGAT ,08905,35,False,False,N,,False,,,CATALUÑA,BARCELONA,Hospitalet de Llobregat (L'),PSIQUIATRICO,PRIVADA,PRIVADO-BENÉFICO (IGLESIA),2013
082134,ITA MARESME,08034,50,False,False,S,,False,snavarro@itacat.com,,CATALUÑA,BARCELONA,Barcelona,PSIQUIATRICO,PRIVADA,PRIVADO NO BENÉFICO,2013
082145,CENTRE SOCIOSANITARI DEL CENTRE INTEGRAL DE SALUT COTXERES,08016,205,False,False,S,,False,jserrat@consorci.org,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,PRIVADO NO BENÉFICO,2013
082156,CLÍNICA SANT ANTONI,08038,260,False,False,S,,False,provfig@ediho.es,,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADA,PRIVADO NO BENÉFICO,2013
082167,CLÍNICA DIAGONAL,08950,87,False,False,N,,False,clinica@fiatc.es,,CATALUÑA,BARCELONA,Esplugues de Llobregat,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
090047,HOSPITAL RECOLETAS DE BURGOS,09006,116,False,False,S,,True,admision.hrb@gruporecoletas.com,,CASTILLA Y LEÓN,BURGOS,Burgos,GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2013
090050,HOSPITAL SAN JUAN DE DIOS DE BURGOS,09003,156,False,False,S,,True,hsanjuandb@hsjd.es,,CASTILLA Y LEÓN,BURGOS,Burgos,GERIATRIA Y/O LARGA ESTANCIA,CONCIERTO,PRIVADO-BENÉFICO (IGLESIA),2013
090079,HOSPITAL SANTOS REYES,09400,123,False,False,N,,False,gerente.hsry@saludcastillayleon.es,,CASTILLA Y LEÓN,BURGOS,Aranda de Duero,GENERAL,PRIVADA,SANIDAD CASTILLA Y LEÓN-SACYL,2013
090085,HOSPITAL RESIDENCIA ASISTIDA DE LA LUZ,09400,75,False,False,N,,True,gerencia@hralaluz.es,,CASTILLA Y LEÓN,BURGOS,Aranda de Duero,GERIATRIA Y/O LARGA ESTANCIA,CONCIERTO,PRIVADO NO BENÉFICO,2013
090098,HOSPITAL SANTIAGO APÓSTOL,09200,114,False,False,N,,False,gerente.hsap@saludcastillayleon.es,,CASTILLA Y LEÓN,BURGOS,Miranda de Ebro,GENERAL,PUBLICA,SANIDAD CASTILLA Y LEÓN-SACYL,2013
090133,COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS,09005,861,False,False,S,,False,gerente.hgyg@saludcastillayleon.es,,CASTILLA Y LEÓN,BURGOS,Burgos,GENERAL,PUBLICA,SANIDAD CASTILLA Y LEÓN-SACYL,2013
100041,HOSPITAL CIUDAD DE CORIA,10800,103,False,False,N,,False,,,EXTREMADURA,CÁCERES,Coria,GENERAL,PUBLICA,SERVICIO EXTREMEÑO DE SALUD-SES,2013
100054,HOSPITAL CAMPO ARAÑUELO,10300,102,False,False,N,,False,jorge.farfan@ses.juntaextremadura.net,,EXTREMADURA,CÁCERES,Navalmoral de la Mata,GENERAL,PUBLICA,SERVICIO EXTREMEÑO DE SALUD-SES,2013
100067,HOSPITAL VIRGEN DEL PUERTO,10600,250,False,False,N,,False,gerent.hvpt@ses.juntaextremadura.net,,EXTREMADURA,CÁCERES,Plasencia,GENERAL,PUBLICA,SERVICIO EXTREMEÑO DE SALUD-SES,2013
100073,HOSPITAL DE MEDIA/LARGA ESTANCIA DE PLASENCIA (*),10600,330,False,False,N,,False,,,EXTREMADURA,CÁCERES,Plasencia,PSIQUIATRICO,PUBLICA,OTRA,2013
100089,COMPLEJO HOSPITALARIO DE CÁCERES,10003,520,False,False,S,,False,,,EXTREMADURA,CÁCERES,Cáceres,GENERAL,PUBLICA,SERVICIO EXTREMEÑO DE SALUD-SES,2013
100092,CLÍNICA VIRGEN DE GUADALUPE,10004,34,False,False,S,,True,federico.delgado@capiosanidad.es,,EXTREMADURA,CÁCERES,Cáceres,QUIRURGICO,CONCIERTO,PRIVADO NO BENÉFICO,2013
100106,CLÍNICA SOQUIMEX,10600,24,False,False,N,,False,soquimex@soquimex.com,,EXTREMADURA,CÁCERES,Plasencia,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
100113,CLÍNICA SAN FRANCISCO,10002,32,False,False,S,,False,clinica@arrobaes.com,,EXTREMADURA,CÁCERES,Cáceres,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
110012,HOSPITAL  PUERTA DEL MAR,11009,752,False,False,S,,False,gencia.hpm.sspa@juntadeandalucia.es,,ANDALUCÍA,CÁDIZ,Cádiz,GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2013
110048,CLÍNICA NUESTRA SEÑORA DE LA SALUD,11001,53,False,False,S,,False,direcciongerencia@clinicalasalud.es,,ANDALUCÍA,CÁDIZ,Cádiz,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
110051,HOSPITAL SAN RAFAEL,11002,280,False,False,S,,True,cadiz.secretaria@jmpascual.com,,ANDALUCÍA,CÁDIZ,Cádiz,GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2013
110103,CLINICA  LOS ÁLAMOS,11407,15,False,False,N,,False,gerencia@clinicalosalamos.com,,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
110110,HOSPITAL DE ESPECIALIDADES DE JEREZ DE LA FRONTERA,11408,548,False,False,N,,False,manuel.herrera.sspa@juntadeandalucia.es,,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2013
110125,HOSPITAL JUAN GRANDE,11408,142,False,False,N,,True,,,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,GENERAL,CONCIERTO,PRIVADO-BENÉFICO (IGLESIA),2013
110162,HOSPITAL GENERAL SANTA MARÍA DEL PUERTO,11500,238,False,False,N,,True,stamaria.secretaria@jmpascual.com,,ANDALUCÍA,CÁDIZ,Puerto de Santa María (El),GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2013
110178,HOSPITAL GENERAL BÁSICO DE LA DEFENSA DE SAN FERNANDO,11110,225,False,False,N,,True,,,ANDALUCÍA,CÁDIZ,San Fernando,GENERAL,CONCIERTO,MINISTERIO DE DEFENSA,2013
110184,HOSPITAL  DE ESPECIALIDADES DE PUERTO REAL,11510,411,False,False,N,,False,mariad.rivas.sspa@juntadeandalucia.es,,ANDALUCÍA,CÁDIZ,Puerto Real,GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2013
110218,HOSPITAL VIRGEN DE LAS MONTAÑAS,11650,108,False,False,N,,True,cesar@jmpascual.com,,ANDALUCÍA,CÁDIZ,Villamartín,GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2013
110223,HOSPITAL VIRGEN DEL CAMINO,11540,118,False,False,N,,True,sanlucar.secretaria@jmpascual.com,,ANDALUCÍA,CÁDIZ,Sanlúcar de Barrameda,GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2013
110239,CLÍNICA JEREZ,11408,98,False,False,N,,False,rrhhcj@asisa.es,,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
110248,CENTRO MÉDICO CHICLANA,11130,46,False,False,N,,False,manuelmrs@centromedicochiclana.com,,ANDALUCÍA,CÁDIZ,Chiclana de la Frontera,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
110259,AREA DE GESTION SANITARIA CAMPO DE GIBRALTAR,11207,511,False,False,N,,False,,,ANDALUCÍA,CÁDIZ,Algeciras,GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2013
110260,CLINICA NOVO SANCTI PETRI,11130,37,False,False,N,,False,gerente@clinicanovo.es,,ANDALUCÍA,CÁDIZ,Chiclana de la Frontera,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
110271,INSTITUTO SERMAN,11405,41,False,False,N,,True,jefeadministracion@xlinicaserman.com,,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2013
120017,HOSPITAL GENERAL DE CASTELLÓ,12004,580,False,False,S,,False,,,VALENCIA,CASTELLÓN,Castellón de la Plana/Castelló de la Plana,GENERAL,PUBLICA,AGENCIA VALENCIANA DE SALUD,2013
120038,HOSPITAL LA MAGDALENA,12004,204,False,False,S,,False,monferrer_mar@gva.es,,VALENCIA,CASTELLÓN,Castellón de la Plana/Castelló de la Plana,GERIATRIA Y/O LARGA ESTANCIA,PUBLICA,AGENCIA VALENCIANA DE SALUD,2013
120043,CONSORCIO HOSPITALARIO PROVINCIAL DE CASTELLÓN,12002,263,False,False,S,,False,hospitalprovincial@hospital2000.net,,VALENCIA,CASTELLÓN,Castellón de la Plana/Castelló de la Plana,GENERAL,PUBLICA,AGENCIA VALENCIANA DE SALUD,2013
120115,HOSPITAL COMARCAL DE VINAROS,12500,139,False,False,N,,False,,,VALENCIA,CASTELLÓN,Vinaròs,GENERAL,PUBLICA,AGENCIA VALENCIANA DE SALUD,2013
120136,HOSPITAL DE LA PLANA,12540,258,False,False,N,,False,,,VALENCIA,CASTELLÓN,Villarreal/Vila-real,GENERAL,PUBLICA,AGENCIA VALENCIANA DE SALUD,2013
120148,INSTITUTO DE TRAUMATOLOGÍA DE UNION DE MUTUAS,12003,28,False,False,S,,False,amarti@uniondemutuas.es,,VALENCIA,CASTELLÓN,Castellón de la Plana/Castelló de la Plana,TRAUMATOLOGIA Y/O REHABILITACION,PRIVADA,MATEP,2013
120159,HOSPITAL REY DON JAIME,12004,117,False,False,S,,True,reydjaime@hospitales.nisa.es,,VALENCIA,CASTELLÓN,Castellón de la Plana/Castelló de la Plana,GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2013
130034,SERVICIOS SANITARIOS Y ASISTENCIALES,13002,95,False,False,S,,False,teresa_prado@dipucr.es,,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,PSIQUIATRICO,PUBLICA,DIPUTACIÓN O CABILDO,2013
130049,CLINICA CAPIO CIUDAD REAL,13002,48,False,False,S,,False,ciudad.real@capiosanidad.es,,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
130052,HOSPITAL GENERAL LA MANCHA CENTRO,13600,339,False,False,N,,False,,,CASTILLA-LA MANCHA,CIUDAD REAL,Alcázar de San Juan,GENERAL,PUBLICA,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2013
130065,HOSPITAL VIRGEN DE ALTAGRACIA,13200,118,False,False,N,,False,,,CASTILLA-LA MANCHA,CIUDAD REAL,Manzanares,GENERAL,PUBLICA,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2013
130071,HOSPITAL SANTA BÁRBARA,13500,161,False,False,N,,False,buzong@sescam.org,,CASTILLA-LA MANCHA,CIUDAD REAL,Puertollano,GENERAL,PUBLICA,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2013
130087,HOSPITAL GUTIÉRREZ ORTEGA,13300,103,False,False,N,,False,,,CASTILLA-LA MANCHA,CIUDAD REAL,Valdepeñas,GENERAL,PUBLICA,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2013
130104,"IBÉRICA DE DIAGNÓSTICO Y CIRUGÍA, S.L.",13003,0,False,True,S,10/15/12 00:00:00,True,air@capiosanidad.es,,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,QUIRURGICO,CONCIERTO,PRIVADO NO BENÉFICO,2013
130127,HOSPITAL GENERAL DE CIUDAD REAL,13005,564,False,False,S,,False,emperez@sescam.jccm.es,,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,GENERAL,PUBLICA,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2013
130128,HOSPITAL GENERAL DE TOMELLOSO,13700,155,False,False,N,,False,,,CASTILLA-LA MANCHA,CIUDAD REAL,Tomelloso,GENERAL,PUBLICA,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2013
140023,COMPLEJO HOSPITALARIO REGIONAL REINA SOFÍA,14004,1319,False,False,S,,False,gerencia.hrs.sspa@juntadeandalucia.es,,ANDALUCÍA,CÓRDOBA,Córdoba,GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2013
140076,HOSPITAL DE LA CRUZ ROJA DE CÓRDOBA,14004,138,False,False,S,,False,hcrojacord@telefonica.net,,ANDALUCÍA,CÓRDOBA,Córdoba,GENERAL,PRIVADA,PRIVADO-BENÉFICO (CRUZ ROJA),2013
140082,HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA,14012,140,False,False,S,,True,hospital@cordoba.betica.sanjuandedios.es,,ANDALUCÍA,CÓRDOBA,Córdoba,GENERAL,CONCIERTO,PRIVADO-BENÉFICO (IGLESIA),2013
140116,HOSPITAL COMARCAL INFANTA MARGARITA,14940,236,False,False,N,,False,juanf.herrero.sspa@juntadeandalucia.es,,ANDALUCÍA,CÓRDOBA,Cabra,GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2013
140121,HOSPITAL COMARCAL  VALLE DE LOS PEDROCHES,14400,124,False,False,N,,False,arturoe.dominguez.sspa@juntadeandalucia.es,,ANDALUCÍA,CÓRDOBA,Pozoblanco,GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2013
140195,HOSPITAL DE MONTILLA,14550,54,False,False,N,,False,,,ANDALUCÍA,CÓRDOBA,Montilla,GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2013
140207,HOSPITAL LA ARRUZAFA-INSTITUTO DE OFTALMOLOGÍA,14012,4,False,False,S,,True,rab@hospitalarruzafa.com,,ANDALUCÍA,CÓRDOBA,Córdoba,OFTALMICO U ORL,CONCIERTO,PRIVADO NO BENÉFICO,2013
140218,HOSPITAL DE ALTA RESOLUCION DE PUENTE GENIL,14500,20,False,False,N,,False,,,ANDALUCÍA,CÓRDOBA,Puente Genil,GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2013
140229,HOSPITAL DE ALTA RESOLUCIÓN VALLE DEL GUADIATO,14200,24,False,False,N,,False,,,ANDALUCÍA,CÓRDOBA,Peñarroya-Pueblonuevo,GENERAL,PUBLICA,SERVICIO ANDALUZ DE SALUD,2013
150011,COMPLEXO HOSPITALARIO UNIVERSITARIO A CORUÑA,15006,1382,False,False,S,,False,,,GALICIA,A CORUÑA,Coruña (A),GENERAL,PUBLICA,SERVICIO GALLEGO DE SALUD-SERGAS,2013
150050,CENTRO ONCOLÓXICO DE GALICIA,15009,60,False,False,S,,True,direccion@cog.es,,GALICIA,A CORUÑA,Coruña (A),ONCOLOGICO,CONCIERTO,OTRO PRIVADO-BENÉFICO,2013
150063,HOSPITAL QUIRÓN  A CORUÑA,15009,102,False,False,S,,True,,,GALICIA,A CORUÑA,Coruña (A),GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2013
150079,HOSPITAL SAN RAFAEL,15006,157,False,False,S,,True,,,GALICIA,A CORUÑA,Coruña (A),GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2013
150085,HOSPITAL MODELO (*),15011,106,False,False,S,,True,hospitalmodelo@hospitalmodelo.com,,GALICIA,A CORUÑA,Coruña (A),GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2013
150102,MATERNIDAD BELEN (*),15011,40,False,False,S,,True,hospitalmodelo@hospitalmodelo.com,,GALICIA,A CORUÑA,Coruña (A),MATERNO-INFANTIL,CONCIERTO,PRIVADO NO BENÉFICO,2013
150119,"SANATORIO NEUROPSIQUIÁTRICO LOS ABETOS, S.L.",15008,25,False,True,S,12/31/11 00:00:00,True,,,GALICIA,A CORUÑA,Coruña (A),PSIQUIATRICO,CONCIERTO,PRIVADO NO BENÉFICO,2013
150130,COMPLEXO HOSPITALARIO ARQUITECTO MARCIDE-NOVOA SANTOS,15405,435,False,False,N,,False,,,GALICIA,A CORUÑA,Ferrol,GENERAL,PUBLICA,SERVICIO GALLEGO DE SALUD-SERGAS,2013
150177,HOSPITAL GENERAL JUAN CARDONA,15406,150,False,False,N,,True,gerencia@hjcardona.org,,GALICIA,A CORUÑA,Ferrol,GENERAL,CONCIERTO,OTRO PRIVADO-BENÉFICO,2013
150200,COMPLEXO HOSPITALARIO UNIVERSITARIO DE SANTIAGO,15706,1424,False,False,N,,False,secretaria.xer.chus@sergas.es,,GALICIA,A CORUÑA,Santiago de Compostela,GENERAL,PUBLICA,SERVICIO GALLEGO DE SALUD-SERGAS,2013
150256,HOSPITAL NUESTRA SEÑORA DE LA ESPERANZA,15705,48,False,False,N,,True,info@nslaesperanza.es,,GALICIA,A CORUÑA,Santiago de Compostela,MEDICO-QUIRURGICO,CONCIERTO,PRIVADO NO BENÉFICO,2013
150269,HOSPITAL POLICLÍNICO LA ROSALEDA,15701,93,False,False,N,,True,rosaleda@hospitalrosaleda.com,,GALICIA,A CORUÑA,Santiago de Compostela,GENERAL,CONCIERTO,PRIVADO NO BENÉFICO,2013
150308,SANATORIO LA ROBLEDA,15821,96,False,False,N,,False,administracion@sanatoriolarobleda.com,,GALICIA,A CORUÑA,Pino (O),PSIQUIATRICO,PRIVADA,PRIVADO NO BENÉFICO,2013
150336,HOSPITAL DA BARBANZA,15993,80,False,False,N,,False,xerencia.bbz@sergas.es,,GALICIA,A CORUÑA,Ribeira,GENERAL,PUBLICA,SERVICIO GALLEGO DE SALUD-SERGAS,2013
150341,HOSPITAL VIRXE DA XUNQUEIRA,15270,76,False,False,N,,False,,,GALICIA,A CORUÑA,Cee,GENERAL,PUBLICA,SERVICIO GALLEGO DE SALUD-SERGAS,2013
160014,HOSPITAL GENERAL VIRGEN DE LA LUZ,16002,436,False,False,S,,False,,,CASTILLA-LA MANCHA,CUENCA,Cuenca,GENERAL,PUBLICA,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2013
160053,HOSPITAL RECOLETAS CUENCA S.L.U.,16003,60,False,False,S,,True,olga.barrios.aj@gruporecoletas.com,,CASTILLA-LA MANCHA,CUENCA,Cuenca,QUIRURGICO,CONCIERTO,PRIVADO NO BENÉFICO,2013
170010,HOSPITAL UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,17007,431,False,False,S,,True,gerencia@htrueta.scs.es,,CATALUÑA,GIRONA,Girona,GENERAL,CONCIERTO,INSTITUTO CATALÁN DE LA SALUD,2013
170031,CLÍNICA BOFILL,17002,47,False,False,S,,False,,,CATALUÑA,GIRONA,Girona,GENERAL,PRIVADA,PRIVADO NO BENÉFICO,2013
