CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODPOSTAL,NCAMAS,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,OBSERVACIONES,CCAA,PROVINCIA,MUNICIPIO,FINALIDAD,PATRIMONIAL,FUNCIONALIDAD,AÑO
290252,COMPLEJO HOSPITALARIO DE ESPECIALIDADES VIRGEN DE LA VICTORIA,"Campus universitario Teatinos, s/n",951032000,,951032188,29010,710,S,S,N,,N,N,S,,N,jose.salido.sspa@juntadeandalucia.es,                                  ,ANDALUCÍA,MALAGA,Málaga,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,2011
290265,HOSPITAL MATERNO INFANTIL,"Arroyo de los Angeles, s/n",951030200,,951030245,29011,0,S,N,S,290234,N,N,S,,N,,      ,ANDALUCÍA,MALAGA,Málaga,MATERNO-INFANTIL,SEGURIDAD SOCIAL,SERVICIO ANDALUZ DE SALUD,2011
290290,HOSPITAL  F.A.C. DOCTOR PASCUAL,"Amargura, 31",951019100,,951019281,29012,200,N,N,N,,N,N,S,,S,hospitaldrpascual@jmpascual.com,                         ,ANDALUCÍA,MALAGA,Málaga,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
440027,HOSPITAL SAN JOSÉ,"Av. Zaragoza, 16",978605368,,978610617,44001,46,N,N,N,,N,N,S,,N,pborao@salud.aragon.es,            ,ARAGÓN,TERUEL,Teruel,GERIATRIA Y/O LARGA ESTANCIA,COMUNIDAD AUTÓNOMA,SERVICIO ARAGONÉS DE SALUD-SALUD,2011
440033,CENTRO DE REHABILITACION PSICOSOCIAL SAN JUAN DE DIOS,"Av. de Zaragoza, 10",978605467,,978601208,44001,170,S,N,N,,N,N,S,,N,hpsiquiteruel@aragon.es,        ,ARAGÓN,TERUEL,Teruel,PSIQUIATRICO,COMUNIDAD AUTÓNOMA,SERVICIO ARAGONÉS DE SALUD-SALUD,2011
440048,HOSPITAL DE ALCAÑIZ,"Dr. Repollés, 2",978830100,978831018,978830977,44600,125,S,N,N,,N,N,N,,N,aaznar@salud.aragon.es,          ,ARAGÓN,TERUEL,Alcañiz,GENERAL,SEGURIDAD SOCIAL,SERVICIO ARAGONÉS DE SALUD-SALUD,2011
450015,HOSPITAL VIRGEN DE LA SALUD,"Avda. de Barber, 30",925269200,,925256537,45004,0,S,N,S,450092,N,N,S,,N,,              ,CASTILLA-LA MANCHA,TOLEDO,Toledo,GENERAL,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2011
450020,HOSPITAL GERIÁTRICO VIRGEN DEL VALLE,"Ctra. de Cobisa, s/n",925269300,,925269355,45071,0,S,N,S,450092,N,N,S,,N,,              ,CASTILLA-LA MANCHA,TOLEDO,Toledo,GERIATRIA Y/O LARGA ESTANCIA,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2011
450036,HOSPITAL NACIONAL DE PARAPLÉJICOS,"Finca La Peraleda, s/n",925247700,,925247745,45071,229,S,N,N,,N,N,S,,N,macarrascob@sescam.org,            ,CASTILLA-LA MANCHA,TOLEDO,Toledo,TRAUMATOLOGIA Y/O REHABILITACION,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2011
450041,HOSPITAL PROVINCIAL DE LA MISERICORDIA,"San Servando, s/n",925259350,,925259360,45006,159,S,N,N,,N,N,S,,S,,            ,CASTILLA-LA MANCHA,TOLEDO,Toledo,GENERAL,DIPUTACIÓN O CABILDO,DIPUTACIÓN O CABILDO,2011
450067,HOSPITAL NUESTRA SEÑORA DEL PRADO (*),"Ctra. de Madrid, km. 114",925803600,925803604,925815444,45600,338,S,N,N,,N,N,N,,N,informacion@hospital-prado.org,(*) Incluye las camas del 450073 Instituto de Ciencias de la Salud     ,CASTILLA-LA MANCHA,TOLEDO,Talavera de la Reina,GENERAL,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2011
281034,CLÍNICA ISADORA,"Pirineos, 7",913111000,,913111659,28040,19,N,N,N,,N,N,S,,S,clinica-isadora@clinica-isadora.es,        ,MADRID,MADRID,Madrid,MEDICO-QUIRURGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
290360,MOLDING CLINIC MARBELLA,"Nacional 340, KM. 176, Puerto Banús",951055951,,952863863,29600,15,N,N,N,,N,N,N,,N,info@moldingclinic.com,                      ,ANDALUCÍA,MALAGA,Marbella,QUIRURGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
290371,CLINICA RINCON BEJAR S.L.,"Av. de la Torre, 24. Rincón de la Victoria",952978059,,952978050,29730,7,N,N,N,,N,N,N,,N,,                                        ,ANDALUCÍA,MALAGA,Rincón de la Victoria,OTROS MONOGRAFICOS,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
290332,CLÍNICA INSTITUCIÓN MONTEBELLO BENALMADENA,"Av. Juan Luis Peralta, 30",952569030,,952448750,29639,90,N,N,N,,N,S,N,,N,montebello@vnet.es,      ,ANDALUCÍA,MALAGA,Benalmádena,TRAUMATOLOGIA Y/O REHABILITACION,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
290348,"CLÍNICA EL SERANIL, S.L.",Crtra. de Almería Km 261,952513267,,952513900,29790,60,N,N,N,,N,N,N,,N,clinica@seranil.com,                        ,ANDALUCÍA,MALAGA,Vélez-Málaga,PSIQUIATRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
290359,CLÍNICA MARBELLA HIGH CARE,Urb. Las Mimosas. Casa Santa Isabel (Nueva Andalucía),902407000,,902407000,29660,11,N,N,N,,N,N,N,,N,info@marbellahighcare.com,                                ,ANDALUCÍA,MALAGA,Marbella,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
250058,CLINICA NOSTRA SENYORA DEL PERPETU SOCORS,"Bisbe Messeguer, 3",973266100,,973280757,25003,58,N,N,N,,N,N,S,,N,,            ,CATALUÑA,LLEIDA,Lleida,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
250061,CLÍNICA DEL PONENT,"Avda. Enric Prat de la Riba, 79-81",973232943,,973238540,25004,123,N,N,N,,N,N,S,,Xhup,gerencia@clinicalleida.com,      ,CATALUÑA,LLEIDA,Lleida,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
250077,CLÍNICA PSIQUIÀTRICA BELLAVISTA,"Rovira Roure, 116",973231698,,973233364,25198,50,N,N,N,,N,N,S,,N,,      ,CATALUÑA,LLEIDA,Lleida,PSIQUIATRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
250083,CLÍNICA LOS ABETOS,"Carretera D'Osca, 3,8",973235891,,973235891,25198,23,N,N,N,,N,N,S,,N,,      ,CATALUÑA,LLEIDA,Lleida,PSIQUIATRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
250117,FUNDACIÓ SANT HOSPITAL,"Passeig Joan Brudieu, 8",973350050,,973353505,25700,88,N,N,N,,N,N,N,,Xhup,gerencia@hospseu.es,      ,CATALUÑA,LLEIDA,Seu d'Urgell (La),GENERAL,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2011
250138,"CENTRE SANITARI DEL SOLSONÈS, FPC","Plaza A. Guitart, 1",973481172,,973481098,25280,32,N,N,N,,N,N,N,,N,,      ,CATALUÑA,LLEIDA,Solsona,GERIATRIA Y/O LARGA ESTANCIA,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,2011
250143,HOSPITAL COMARCAL DEL PALLARS,"Pau Casals, 5",973652255,,973651487,25620,63,N,N,N,,N,N,N,,Xhup,hcp@hospitalpallars.com,        ,CATALUÑA,LLEIDA,Tremp,GENERAL,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,2011
250156,ESPITAU VAL D'ARAN,"Espitau, 8",973640004,,973640529,25717,31,N,N,N,,N,N,N,,Xhup,,        ,CATALUÑA,LLEIDA,Vielha e Mijaran,GENERAL,COMUNIDAD AUTÓNOMA,PRIVADO NO BENÉFICO,2011
250169,HOSPITAL JAUME D'URGELL,"Urgell, 2",973450304,973451130,973451321,25600,107,N,N,N,,N,N,N,,N,,      ,CATALUÑA,LLEIDA,Balaguer,GERIATRIA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
250175,RESIDÈNCIA TERRAFERMA,"Partida del Graó, s/n",973737455,,973737001,25110,137,N,N,N,,N,N,N,,N,,        ,CATALUÑA,LLEIDA,Alpicat,GERIATRIA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
250181,"CASTELL D'OLIANA RESIDENCIAL, S.L","Carretera de Lleida a Puigcerdà km.89.2, s/n",973463030,,973463131,25790,20,N,N,N,,N,N,N,,N,,        ,CATALUÑA,LLEIDA,Oliana,PSIQUIATRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
250209,HOSPITAL JAUME NADAL MEROLES,"Acadèmia, 41",973289333,,,25002,126,N,N,N,,N,N,S,,N,,      ,CATALUÑA,LLEIDA,Lleida,GERIATRIA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
250210,CENTRE ASSITENCIAL SANT JOAN DE DÉU,"Carretera N- 240, 111",973740010,973740504,973741193,25100,75,N,N,N,,N,N,N,,N,,        ,CATALUÑA,LLEIDA,Almacelles,PSIQUIATRICO,OTRO PRIVADO BENÉFICO,PRIVADO-BENÉFICO (IGLESIA),2011
430017,HOSPITAL UNIVERSITARI JOAN XXIII DE TARRAGONA,"Doctor Mallafré Guasch, 4",977295800,977295857,977224011,43007,372,S,N,N,,N,N,S,,Xhup,rramon@hjxxiii.scs.es / hospital@hj23.es,      ,CATALUÑA,TARRAGONA,Tarragona,GENERAL,SEGURIDAD SOCIAL,INSTITUTO CATALÁN DE LA SALUD,2011
430022,HOSPITAL SOCIOSANITARI FRANCOLÍ,"Doctor Mallafre Guasch, s/n",977232714,,977237844,43005,156,N,N,N,,N,N,S,,N,,        ,CATALUÑA,TARRAGONA,Tarragona,GERIATRIA Y/O LARGA ESTANCIA,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,2011
430043,HOSPITAL DE SANT PAU I SANTA TECLA,"Rambla Vella, 14",977259900,,977234942,43003,178,S,N,N,,N,N,S,,Xhup,gloria@sv.ftecla.es,      ,CATALUÑA,TARRAGONA,Tarragona,GENERAL,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2011
430056,CLÍNICA MONEGAL,"Lopez Pelaez, 15",977225012,,977244568,43002,75,N,N,N,,N,N,S,,N,,      ,CATALUÑA,TARRAGONA,Tarragona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
430069,CLÍNICA ACTIVA MUTUA 2008,"Pin i Soler, 12",977217900,,977230716,43002,22,N,N,N,,N,N,S,,N,,          ,CATALUÑA,TARRAGONA,Tarragona,GENERAL,SEGURIDAD SOCIAL,MATEP,2011
430081,HOSPITAL COMARCAL MÓRA D'EBRE,"Benet Messeguer, s/n",977401863,977401674,977401214,43740,120,N,N,N,,N,N,N,,Xhup,dtorras@grupsgs.com,      ,CATALUÑA,TARRAGONA,Móra d'Ebre,GENERAL,COMUNIDAD AUTÓNOMA,PRIVADO NO BENÉFICO,2011
430094,HOSPITAL UNIVERSITARI DE SANT JOAN DE REUS,"Av. Dr. Josep Laporte, 1",977310300,,977323690,43204,313,S,N,N,,N,N,N,,Xhup,abrunet@grupsgs.com,            ,CATALUÑA,TARRAGONA,Reus,GENERAL,MUNICIPIO,MUNICIPIO,2011
430108,CENTRE MQ REUS,"Antoni Gaudí, 26",977010800,,977317399,43203,50,N,N,N,,N,N,N,,Xhup,dadm.cmqr@grupsgs.com,        ,CATALUÑA,TARRAGONA,Reus,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
430115,"SANATORI VILLABLANCA, SA","Partida Bellisens, s/n",977390011,,977392363,43205,350,N,N,N,,N,N,N,,N,,      ,CATALUÑA,TARRAGONA,Reus,PSIQUIATRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
430120,"INSTITUT PERE MATA, S.A.","Carretera de L'Institut Pere Mata, s/n",977338565,977341656,977319400,43206,727,S,N,N,,N,N,N,,N,,      ,CATALUÑA,TARRAGONA,Reus,PSIQUIATRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
430167,HOSPITAL VERGE DE LA CINTA DE TORTOSA,"Esplanetes, 44",977519100,,977519111,43500,237,S,N,N,,N,N,N,,Xhup,htvc@tinet.fut.es,      ,CATALUÑA,TARRAGONA,Tortosa,GENERAL,SEGURIDAD SOCIAL,INSTITUTO CATALÁN DE LA SALUD,2011
430173,HOSPITAL DE LA SANTA CREU,"Passeig Mossen Valls, 1",977500533,977501522,977500085,43500,250,N,N,N,,N,N,N,,N,,      ,CATALUÑA,TARRAGONA,Tortosa,GERIATRIA Y/O LARGA ESTANCIA,MUNICIPIO,MUNICIPIO,2011
430189,CLÍNICA TERRES DE L'EBRE,"Plaça Joaquim Bau, 7",977588200,,977588195,43500,105,N,N,N,,N,N,N,,Xhup,carsa@clinicatortosa.com,          ,CATALUÑA,TARRAGONA,Tortosa,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
430213,POLICLÍNICA COMARCAL DEL VENDRELL,"Carretera Santa Oliva, 51",977660140,,977666337,43700,100,N,N,N,,N,N,N,,N,,          ,CATALUÑA,TARRAGONA,Vendrell (El),GERIATRIA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
430228,PIUS HOSPITAL DEL VALLS,"Plaça Sant Francesc, s/n",977613000,,977605014,43800,142,S,N,N,,N,N,N,,Xhup,mclofent@piushospital.org,      ,CATALUÑA,TARRAGONA,Valls,GENERAL,ENTIDADES PÚBLICAS,PRIVADO NO BENÉFICO,2011
430234,RESIDÈNCIA ALT CAMP,"Camí del Bosc, s/n",977600292,,977603814,43800,50,N,N,N,,N,N,N,,N,,      ,CATALUÑA,TARRAGONA,Valls,GERIATRIA Y/O LARGA ESTANCIA,ENTIDADES PÚBLICAS,PRIVADO NO BENÉFICO,2011
430249,CENTRE SOCIOSANITARI CIUTAT DE REUS,"Camí de Tarragona, 10",977300021,,977772601,43204,85,N,N,N,,N,N,N,,N,,        ,CATALUÑA,TARRAGONA,Reus,GERIATRIA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
430252,HOSPITAL COMARCAL D'AMPOSTA,"Jacint Verdaguer, 11",977700050,,977702894,43870,41,N,N,N,,N,N,N,,Xhup,,          ,CATALUÑA,TARRAGONA,Amposta,GENERAL,MUNICIPIO,MUNICIPIO,2011
430265,CENTRE SOCIOSANITARI LLEVANT,"Joan Fuster Ortells, s/n",977239412,,977236628,43007,60,N,N,N,,N,N,S,,N,jmadsera@sv.ftecla.es,      ,CATALUÑA,TARRAGONA,Tarragona,GERIATRIA Y/O LARGA ESTANCIA,COMUNIDAD AUTÓNOMA,OTRO PRIVADO-BENÉFICO,2011
410375,HOSPITAL NISA SEVILLA-ALJARAFE,"Avda. Placido Fernandez Viagas, s/n",954162200,954464000,954161503,41950,327,N,N,N,,N,N,N,,N,,                      ,ANDALUCÍA,SEVILLA,Castilleja de la Cuesta,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
290427,HOSPITAL DE ALTA RESOLUCIÓN DE BENALMÁDENA,"Avda. Arroyo Hondo, s/n",951976000,,951976093,29630,48,N,N,N,,N,N,N,,N,,          ,ANDALUCÍA,MALAGA,Benalmádena,GENERAL,ENTIDADES PÚBLICAS,SERVICIO ANDALUZ DE SALUD,2011
070309,FUNDACIÓN HOSPITAL MANACOR (*),"Crta. Manacor-Alcudia, s/n",971847000,971847001,971847010,07500,232,S,N,N,,N,N,N,,S,,(*) Fundación           ,BALEARES,ILLES BALEARS,Manacor,GENERAL,SEGURIDAD SOCIAL,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,2011
070333,HOSPITAL SON LLATZER (*),"Ctra. Manacor, Km.4",871202000,,871202027,07198,422,S,N,N,,N,N,S,,S,fhsonllatzer@fhsonllatzer.org,(*) Fundación        ,BALEARES,ILLES BALEARS,Palma de Mallorca,GENERAL,SEGURIDAD SOCIAL,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,2011
070344,CLINICA USP PALMAPLANAS,"Camí dels Reis, 308",971918000,971918002,971918012,07010,166,N,N,N,,N,N,S,,S,info.pln@palmaplanas.com,        ,BALEARES,ILLES BALEARS,Palma de Mallorca,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
300011,HOSPITAL UNIVERSITARIO VIRGEN DE LA ARRIXACA,"Ctra. Madrid-Cartagena, s/n. (El Palmar)",968369500,,968369776,30120,863,S,N,N,,N,N,S,,N,,            ,MURCIA,MURCIA,Murcia,GENERAL,SEGURIDAD SOCIAL,SERVICIO MURCIANO DE SALUD,2011
170062,CLÍNICA QUIRÚRGICA ONYAR,"Heroïnes de Santa Bárbara, 6",972204900,,972222644,17004,38,N,N,N,,N,N,S,,N,xbusquets@giroclinic.com,        ,CATALUÑA,GIRONA,Girona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
170097,CLÍNICA SALUS INFIRMORUM,"Passeig Mossèn Lluís Constans, 130",972570208,,972573202,17820,100,N,N,N,,N,N,N,,Xhup,si.direc@teleline.es,                ,CATALUÑA,GIRONA,Banyoles,GENERAL,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2011
170101,HOSPITAL DE SANT JAUME,"Jaume Arcelos, 1",972331550,,972333679,17300,23,N,N,N,,N,N,N,,N,,          ,CATALUÑA,GIRONA,Blanes,GERIATRIA Y/O LARGA ESTANCIA,OTRO PRIVADO BENÉFICO,OTROS PÚBLICOS,2011
170118,HOSPITAL DE CAMPDEVÀNOL,"Carretera de Gombren, 20",972730028,972730013,972730223,17530,80,N,N,N,,N,N,N,,Xhup,gerencia@hoscamp.com,        ,CATALUÑA,GIRONA,Campdevànol,GENERAL,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2011
082088,INSTITUTO EUROPEO DE NEUROCIENCIAS,"Sant Antoni Maria Claret, 135",934556594,,,08025,36,N,N,N,,S,N,S,,N,,  ,CATALUÑA,BARCELONA,Barcelona,PSIQUIATRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
082100,CENTRE BLAUCLÍNIC SANT JOSEP ORIOL,"Rd. Guinardó, 48-50",932214700,,932214716,08025,106,N,N,N,,S,N,S,,N,,  ,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
082112,UNITAT POLIVALENT BENITO MENNI EN SALUT MENTAL DE L'HOSPITALET-EL PRAT DE LLOBREGAT ,"Cr. Sant Rafael, 11",936402400,,,08905,35,N,N,N,,S,N,N,,N,,  ,CATALUÑA,BARCELONA,Hospitalet de Llobregat (L'),PSIQUIATRICO,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2011
082123,GEROINNOVA BCN (PAPERLAB),"Cr. Font Florida, 70",934224358,,934481018,08004,22,N,N,N,,S,N,S,,N,infogeroinnovabcn@gmail.com,  ,CATALUÑA,BARCELONA,Barcelona,GERIATRIA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
140229,HOSPITAL DE ALTA RESOLUCIÓN VALLE DEL GUADIATO,"Paraje Cerro del Camello, s/n",957579100,,957579150,14200,24,N,N,N,,N,N,N,,N,,              ,ANDALUCÍA,CÓRDOBA,Peñarroya-Pueblonuevo,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,2011
410397,HOSPITAL DE ALTA RESOLUCIÓN SIERRA NORTE,"Dr. Larrauri, s/n",955889037,,955889110,41450,16,N,N,N,,N,N,N,,N,,            ,ANDALUCÍA,SEVILLA,Constantina,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,2011
030340,HOSPITAL DE DENIA (*),"Pda. Beniadlá, s/n",966429000,,966427986,03700,266,S,N,N,,N,N,N,,N,,(*) Concesión Administrativa a Entidad Privada                    ,VALENCIA,ALICANTE,Dénia,GENERAL,PRIVADO NO BENÉFICO,AGENCIA VALENCIANA DE SALUD,2011
030351,HOSPITAL LA PEDRERA,"Ptda. Plana d'Est, 4",965579700,965579702,965579725,03700,107,N,N,N,,N,N,N,,N,,        ,VALENCIA,ALICANTE,Dénia,GERIATRIA Y/O LARGA ESTANCIA,COMUNIDAD AUTÓNOMA,AGENCIA VALENCIANA DE SALUD,2011
460370,HOSPITAL DE MANISES (*),"Avda. Generalitat Valenciana, 50",961845099,,961849619,46940,354,N,N,N,,N,N,N,,S,crodigo@hospitalmanises.es,(*) Concesión administrativa a Entidad Privada           ,VALENCIA,VALENCIA,Manises,GENERAL,COMUNIDAD AUTÓNOMA,AGENCIA VALENCIANA DE SALUD,2011
081997,"CENTRE QUIRÚRGIC MARESME-CLÍNIC MARESME, S.L.","Lepant, 13-21",937556219,,937904496,08301,10,N,N,N,,N,N,N,,N,ucma@cqmaresme.net,            ,CATALUÑA,BARCELONA,Mataró,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2011
082001,SERVEIS SANITARIS CENTRE PENITENCIARI JOVES DE BARCELONA,"Ct. de Masnou a Granollers, 13-42",932140100,,932140179,08430,34,N,N,N,,N,N,N,,N,,            ,CATALUÑA,BARCELONA,Roca del Vallès (La),GENERAL,COMUNIDAD AUTÓNOMA,INSTITUTO CATALÁN DE LA SALUD,2011
020019,COMPLEJO HOSPITALARIO UNIVERSITARIO DE ALBACETE,"Hermanos Falcó, s/n.",967597100,967597179,967243952,02006,752,S,S,N,,N,N,S,,N,,        ,CASTILLA-LA MANCHA,ALBACETE,Albacete,GENERAL,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2010
020030,HOSPITAL GENERAL DE ALBACETE,"Hermanos Falcó, s/n.",967597100,967597179,967243952,02006,0,S,N,S,020019,N,N,S,,N,,            ,CASTILLA-LA MANCHA,ALBACETE,Albacete,GENERAL,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2010
020061,SANATORIO SANTA CRISTINA,"Pérez Galdós, 7",967223300,,967507790,02003,42,N,N,N,,N,N,S,,N,santacristina@terra.es,        ,CASTILLA-LA MANCHA,ALBACETE,Albacete,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2010
060264,COMPLEJO HOSPITALARIO DEL ÁREA DE SALUD DE MÉRIDA,"Polígono Nueva Ciudad, s/n",924381000,,924381012,06800,413,N,S,N,,S,N,N,,N,,  ,EXTREMADURA,BADAJOZ,Mérida,GENERAL,ENTIDADES PÚBLICAS,SERVICIO EXTREMEÑO DE SALUD-SES,2010
460370,HOSPITAL DE MANISES (*),"Avda. Generalitat Valenciana, 50",961845099,,961849619,46940,354,N,N,N,,S,N,N,,S,,(*) Concesión Administrativa a Entidad Privada,VALENCIA,VALENCIA,Manises,GENERAL,COMUNIDAD AUTÓNOMA,AGENCIA VALENCIANA DE SALUD,2010
281258,HOSPITAL INFANTA SOFÍA (*),"Paseo de Europa, 34",911914000,,911915017,28702,283,N,N,N,,N,N,N,,N,,(*) Empresa Pública,MADRID,MADRID,San Sebastián de los Reyes,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,2010
030340,HOSPITAL DE DENIA (*),"Pda. Beniadlá, s/n",966429000,,966427986,03700,266,N,N,N,,S,N,N,,S,,(*) Concesión Administrativa a Entidad Privada,VALENCIA,ALICANTE,Dénia,GENERAL,PRIVADO NO BENÉFICO,AGENCIA VALENCIANA DE SALUD,2010
081347,HOSPITALS VALL D'HEBRON,"Ps Vall d'Hebron, 119-129",934893000,,,08035,1393,S,S,N,,N,N,S,,Xhup,,      ,CATALUÑA,BARCELONA,Barcelona,GENERAL,SEGURIDAD SOCIAL,INSTITUTO CATALÁN DE LA SALUD,2010
020096,HOSPITAL DE HELLÍN,"Juan Ramón Jiménez, s/n.",967309500,967309517,967304611,02400,135,S,N,N,,N,N,N,,N,,          ,CASTILLA-LA MANCHA,ALBACETE,Hellín,GENERAL,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2010
020100,"IBÉRICA DE DIAGNÓSTICO Y CIRUGÍA, S.L.","Plaza del Madroño, 11",967247100,967190072,967245183,02006,65,N,N,N,,N,N,S,,S,albacete@idcsa.net,          ,CASTILLA-LA MANCHA,ALBACETE,Albacete,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2010
020117,HOSPITAL VIRGEN DEL PERPETUO SOCORRO,"Seminario, 4",967597799,,967597711,02006,0,S,N,S,020019,N,N,S,,N,,          ,CASTILLA-LA MANCHA,ALBACETE,Albacete,GENERAL,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2010
020125,CENTRO SOCIOSANITARIO VITALPARQUE. UNIDAD DE HOSPITALIZACIÓN,"Casas Ibañez,39",967213130,,967210209,02006,50,N,N,N,,N,N,S,,S,correo@vitalparque.com,                ,CASTILLA-LA MANCHA,ALBACETE,Albacete,GERIATRIA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2010
020136,HOSPITAL GENERAL DE ALMANSA,"Avda. de circunvalación, s/n",967339500,967339526,967339547,02640,93,S,N,N,,N,N,N,,N,,              ,CASTILLA-LA MANCHA,ALBACETE,Almansa,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2010
020147,HOSPITAL GENERAL DE VILLAROBLEDO,"Av. Miguel de Cervantes c/v ctra. del Provencio km 0,3",967133001,967133000,967133011,02600,114,S,N,N,,N,N,N,,N,,          ,CASTILLA-LA MANCHA,ALBACETE,Villarrobledo,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2010
020158,CENTRO DE ATENCIÓN A LA SALUD MENTAL (U.M.E.),"Travesía de la Igualdad, s/n",967192350,,967248989,02006,0,S,N,S,020019,N,N,S,,N,,      ,CASTILLA-LA MANCHA,ALBACETE,Albacete,PSIQUIATRICO,DIPUTACIÓN O CABILDO,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,2010
030113,HOSPITAL  MARINA ALTA,"Partida Plana Est, 4",965787012,,,03700,156,S,N,N,,N,S,N,,N,,        ,VALENCIA,ALICANTE,Dénia,GENERAL,SEGURIDAD SOCIAL,AGENCIA VALENCIANA DE SALUD,2010
030128,"POLICLÍNICO SAN CARLOS, S.L.",Les Madrigueres sud A-14,902300124,965781550,965789172,03700,23,N,N,N,,N,N,N,,N,gerencia@sancarlos-denia.net,          ,VALENCIA,ALICANTE,Dénia,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2010
